sex,Final.IGF.1,body.weight,pctFat,fem.dens,fem.circ,D1Mit64,D1Mit236,D1Mit7,D1Mit386,D1Mit14,D1Mit540,D1Mit17,D2Mit365,D2Mit323,D2MIT206,D2Mit395,D2MIT285,D2MIT113,D3Mit60,D3MIT131,D3MIT178,D3Mit230,D3Mit57,D3Mit19,D3Mit258,D4MIT104,D4Mit111,D4Mit15,D4Mit170,D4Mit42,D5Mit146,D5Mit66,D5Mit200,D5MIT88,D5Mit95,D5Mit143,D6Mit86,D6Mit74,D6Mit14,D6Mit52,D7Mit75,D7Mit228,D7MIT93,D7MIT7,D7Mit332,D7Mit259,D8Mit124,D8Mit292,D8MIT75,D8Mit200,D8Mit92,D9Mit90,D9Mit1001,D9Mit253,D9Mit1006,D9Mit259,D9Mit12,D9Mit151,D10Mit77,D10Mit126,D10MIT96,D10Mit14,D11Mit2,D11Mit188,D11MIT30,D11Mit213,D11Mit214,D12Mit169,D12Mit60,D12Mit201,D12Mit5,D12MIT133,D13Mit16,D13Mit88,D13Mit125,D16Mit132,D13Mit35,D14Mit98,D14MIT60,D14Mit5,D14Mit68,D14Mit75,D15MIT80,D15MIT143,D15Mit67,D15Mit242,D16Mit60,D16Mit5,D16Mit189,D16Mit86,D17Mit164,D17MIT175,D17Mit20,D17Mit39,D17Mit76,D18Mit64,D18Mit147,D18Mit123,D18Mit9,D18Mit4,D19Mit68,D19Mit40,D19MIT88,D19MIT17,D19MIT108
0,-,14.43,28.2,0.442,3.613,H,-,H,-,A,-,-,A,-,-,H,H,A,-,-,A,-,-,H,H,-,H,-,H,-,-,A,H,-,H,H,-,H,A,A,H,H,H,A,A,H,H,H,H,-,H,A,A,H,H,A,A,H,H,H,B,-,B,B,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,B,B,-,A,A,A,H,H,H,B,A,H,A,A,A,A,H,-,H,H,B,B,H,H,H
1,-,21.93,44.5,0.46,3.787,H,H,H,A,H,H,-,A,A,H,H,H,B,-,H,H,-,H,H,H,A,H,H,H,H,H,H,H,H,B,B,-,H,A,A,H,H,H,H,H,H,H,H,H,-,A,H,H,H,H,H,A,A,H,H,H,H,H,A,A,A,A,B,B,B,B,B,A,A,H,H,H,H,H,H,H,H,A,A,A,A,B,B,B,B,A,H,H,B,B,H,H,H,H,A,A,A,A,H,H
1,-,21.9,45,0.483,3.859,H,A,H,H,H,H,-,B,B,H,H,H,H,-,B,B,-,B,B,B,H,H,H,A,A,H,A,A,A,A,A,-,H,A,A,B,H,B,B,-,B,H,H,A,-,A,H,A,H,H,H,A,A,B,H,-,H,B,B,H,H,H,B,B,B,B,B,H,H,H,A,H,B,B,B,B,B,H,A,H,H,H,H,H,H,B,B,H,H,H,B,B,H,H,H,H,H,H,H,H
1,-,21.9,36.6,0.475,3.747,-,H,B,-,B,B,-,B,B,H,H,-,A,A,-,A,A,H,A,H,-,-,H,H,H,B,H,H,B,B,-,A,-,A,-,H,H,B,B,B,H,B,-,B,H,H,B,-,B,H,-,H,-,H,H,-,-,B,-,B,B,B,H,H,-,H,-,H,H,-,-,-,-,-,-,H,H,A,A,A,-,H,H,H,B,A,H,H,H,-,B,B,B,B,B,H,-,B,B,H
1,-,18.72,39.6,0.48,3.587,B,B,H,A,-,B,B,H,H,H,A,A,H,H,H,H,H,H,H,H,A,A,A,H,B,H,A,A,H,H,-,H,B,A,A,H,H,H,H,H,H,H,B,H,A,A,B,-,B,H,B,B,H,B,A,H,-,A,A,A,-,-,B,H,A,-,H,A,A,A,A,H,A,A,A,A,H,H,H,A,B,B,B,H,H,B,B,H,B,B,-,-,B,B,H,H,H,B,B,H
1,-,20.82,47.3,0.476,3.899,H,H,H,H,H,-,B,H,H,H,H,A,A,H,H,H,H,H,H,H,H,A,H,H,H,H,-,H,H,H,-,A,A,A,A,A,H,B,B,B,B,A,A,A,B,H,A,-,H,H,H,H,H,H,H,H,-,A,A,A,B,B,H,H,A,H,B,B,-,-,B,B,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,A,A,-,A
0,18.3,18.14,37.8,0.517,3.836,A,A,A,A,B,B,B,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,-,H,B,B,A,-,A,A,H,H,H,H,A,H,B,H,H,A,A,H,H,H,H,H,B,B,H,H,H,B,H,H,H,H,B,H,H,A,-,H,H,H,H,B,B,B,B,B,B,H,B,A,A,H,H,H,H,H,B,B,B,B,B,B,B,B,B,A,B,B,H,H,H
0,9,14.73,33.6,0.478,3.955,H,H,H,A,H,H,A,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,B,A,A,B,H,H,H,-,H,B,B,B,B,H,A,A,A,A,A,H,A,B,H,B,H,B,H,A,A,H,H,A,A,-,A,A,A,H,H,B,B,B,B,B,B,H,A,A,A,H,H,H,H,B,H,A,A,A,A,A,A,A,A,H,A,A,A,H
1,2.6,20.8,48.5,0.489,3.722,A,A,H,H,A,A,A,B,B,B,B,B,H,H,H,H,B,B,B,B,H,H,A,A,A,H,H,H,H,H,B,B,B,A,A,B,B,B,B,H,B,B,B,B,B,B,H,H,H,H,H,H,A,A,A,A,H,A,A,A,B,B,A,A,A,A,H,B,B,H,H,H,A,A,-,H,H,A,A,H,H,H,H,A,A,H,H,H,B,B,B,B,H,A,A,H,H,H,H,H
1,3.5,18.51,39.3,0.522,3.483,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,A,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
0,8.8,14.39,35.9,0.509,3.56,B,B,H,H,H,H,B,A,H,H,H,A,A,B,B,B,B,H,A,H,H,H,H,A,H,B,B,B,B,B,B,B,B,A,A,A,H,B,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,A,B,H,H,H,B,B,B,H,H,H,H,A,A,H,H,B,H,H,B,B,B,B,H
0,13.2,12.7,25.7,0.482,3.655,B,B,B,B,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,-,B,H,A,H,H,A,A,B,B,B,B,A,H,A,A,A,H,H,B,B,B,B,B,B,H,B,B,H,B,A,H,H,H,H,A,A,A,A,A,H,H,H,A,A,A,H,-,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H
1,8.8,25.91,48.9,0.498,4.262,H,A,A,A,A,H,H,H,H,A,A,A,H,H,H,A,A,H,B,H,H,H,B,B,B,B,B,-,H,H,B,H,-,A,A,-,H,H,H,H,H,H,H,H,A,A,B,-,B,B,B,A,A,A,H,-,H,H,H,A,A,A,H,H,H,H,H,A,-,H,H,H,H,H,-,H,H,H,H,A,A,H,H,A,A,H,A,A,A,A,H,-,H,H,A,H,H,A,H,H
1,1.3,18.7,43.7,0.477,3.9,A,A,H,H,-,H,H,A,A,H,H,H,H,H,H,H,B,B,H,B,B,B,B,H,H,A,H,H,H,B,H,A,H,A,A,-,B,B,B,H,H,H,H,H,A,A,A,A,A,A,H,H,H,B,-,-,H,H,H,H,H,B,B,B,B,H,A,A,A,A,H,H,A,A,A,A,H,H,A,A,H,B,H,H,-,H,H,H,-,B,H,H,A,A,A,A,A,-,A,A
1,5.7,21.29,49.2,0.485,3.754,H,A,A,A,A,A,H,H,-,H,H,H,-,H,H,H,H,-,H,B,H,B,B,H,H,H,H,H,H,B,H,H,H,A,A,A,A,A,A,H,-,H,H,A,-,H,B,B,B,B,B,B,B,H,H,H,H,B,B,B,H,B,A,A,H,H,H,H,H,H,H,A,A,H,-,H,H,B,A,A,A,H,H,H,A,H,H,H,A,A,B,H,B,B,H,B,B,B,-,H
1,4.7,22.82,49.4,0.518,3.962,H,B,B,B,B,B,B,H,H,B,A,H,H,B,B,B,B,B,-,H,B,H,B,B,B,B,B,B,B,-,A,H,H,A,A,H,H,-,H,B,H,B,B,B,-,A,H,H,H,H,H,H,H,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,-,B,A,H,B,B,H,H,H,A,H,H,H,-,B,H,H,A,A,H,H,H,H,B
1,10.4,21.41,49.2,0.526,3.585,B,B,B,B,B,H,H,A,A,A,B,A,A,B,B,B,H,A,-,A,A,A,H,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,H,H,H,-,H,B,B,B,B,B,B,H,H,H,-,-,B,B,B,H,H,A,H,H,H,H,B,H,H,H,H,H,A,A,A,A,A,A,A,H,A,A,A,B,H,B,B,H,H,B,B,B,B,A,A,A,A,A,A
1,8.5,19.1,49.4,0.537,3.375,A,B,B,B,B,H,H,H,H,H,H,B,H,H,H,A,A,A,-,A,H,H,H,H,H,H,H,H,H,H,H,A,A,-,A,H,H,H,A,H,A,H,H,H,-,H,B,B,B,B,B,-,H,H,H,H,-,A,A,A,A,A,B,B,B,B,H,H,H,H,H,H,H,H,-,H,A,H,A,H,B,A,A,A,H,B,B,B,B,H,-,A,H,B,B,B,B,B,B,B
0,8,14.81,30.5,0.485,3.899,H,H,H,B,H,H,A,A,A,A,A,A,A,B,B,B,H,H,B,B,H,B,B,B,B,H,H,-,H,H,H,A,-,A,-,H,H,H,A,H,-,A,A,B,A,H,H,H,H,H,H,H,B,B,-,H,A,A,A,H,H,H,A,A,H,H,H,H,H,B,B,B,H,H,H,B,B,H,A,H,H,B,H,H,H,B,H,H,A,A,B,-,B,B,H,H,H,H,H,B
0,7.6,17.19,33.4,0.533,4.017,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,B,B,H,H,H,B,B,H,B,B,H,H,H,H,H,B,B,H,H,-,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,B,B,H,H,A,H,B,B,B,B,B,B,B,H,H,H,A,A,A,B,B,B,B,H,B,A,B,B,H,H,H,H,A,A,A,A,A,H,H,H,H,A,B,B,A,A,A
1,4.7,16.31,32.2,0.498,3.82,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,B,B,B,A,H,H,A,A,H,H,B,B,H,H,H,H,H,-,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,H,H,B,B,H,H,H,H,H,H,H,-,H,A,A,A,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H
0,18.6,16.67,32,0.586,3.788,A,A,A,A,H,B,B,A,A,A,A,A,A,A,A,A,H,H,B,H,H,B,B,B,B,H,H,B,B,B,H,B,H,A,A,B,B,B,H,-,H,A,H,H,H,B,B,B,B,B,H,H,A,H,H,B,B,H,H,B,B,B,H,H,B,B,H,B,B,B,B,B,A,B,B,B,H,B,A,B,B,H,-,A,A,H,H,B,B,B,A,H,B,B,B,B,H,H,H,H
0,12,16.46,34.9,0.519,3.795,A,A,A,B,B,B,B,H,B,B,B,B,H,H,A,A,H,H,H,H,H,H,B,H,H,H,A,A,H,H,B,A,A,A,H,B,B,H,H,A,A,H,H,H,-,B,H,H,H,H,H,H,A,B,B,H,A,H,H,H,H,A,B,B,B,B,B,H,H,H,H,A,H,H,H,H,-,B,A,B,B,H,-,H,H,B,H,H,H,H,H,H,H,A,A,H,B,B,B,H
0,12,18.12,40.5,0.577,3.559,H,H,H,H,H,H,H,A,A,A,A,H,H,H,A,H,B,B,H,B,H,H,H,H,H,A,A,A,A,A,A,B,B,H,A,A,H,H,H,H,B,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,B,H,H,B,B,H,H,A,A,A,A,H,A,A,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,A,A,A,A,A
1,5.6,12.81,28.8,0.466,3.57,B,B,H,H,A,A,A,H,H,A,A,A,A,H,A,A,H,H,A,A,H,H,H,B,B,H,B,-,H,H,A,H,B,H,H,H,H,H,H,A,H,A,A,A,A,A,H,-,H,H,H,H,H,B,B,B,-,H,H,A,A,H,A,A,A,H,H,H,H,H,H,A,H,H,-,H,H,H,A,H,H,A,A,A,A,H,H,H,H,H,B,B,H,H,H,B,H,H,H,A
0,7.6,13.95,31.6,0.471,3.714,-,-,-,-,-,-,-,-,A,H,-,-,H,H,-,H,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,A,-,-,H,-,-,A,-,-,-,-,H,-,-,H,-,-,-,-,B,B,-,B,B,-,H,-,A,-,-,H,-,-,H,-,-,-,A,H,-,B,-,H,B,-,A,-,H,H,-,-,-,B,-,-,-,-,-,-,-,H,-,-,-,-,H,-
0,10.3,11.12,17.8,0.483,3.63,H,H,A,H,H,H,B,B,A,A,A,A,A,H,H,A,A,H,H,H,A,A,H,H,B,A,A,A,A,-,A,H,H,A,A,H,H,H,A,H,-,B,B,B,B,B,A,A,A,A,A,A,B,H,H,-,A,B,B,-,H,B,H,H,H,B,B,H,H,H,A,A,H,B,B,B,A,B,A,H,A,A,-,H,H,A,A,A,A,A,B,B,H,A,A,A,A,-,A,A
0,11.6,17.83,38.3,0.477,3.86,H,H,-,H,B,H,H,A,H,B,B,B,B,H,H,H,-,H,-,B,H,-,A,A,A,A,A,-,H,-,-,H,H,A,-,B,H,-,H,A,-,H,H,A,A,H,H,-,H,-,H,H,B,B,-,H,-,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,A,A,A,A,A,A,A,A,A,A,B,-,H,-,H,-,H,-,B,-,B,B,A,H,H,H,A,A
0,17.6,16.64,39.2,0.502,3.612,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,-,B,H,B,B,H,H,A,A,A,A,H,H,A,A,A,A,B,H,H,A,A,H,A,A,H,-,H,A,A,A,A,A,A,-,H,H,B,-,A,A,H,H,H,A,A,A,A,H,H,H,H,H,H,A,A,A,H,A,B,-,H,H,-,H,H,B,H,H,B,B,B,A,-,A,A,A,A,A,H,H,B
0,11.3,17.43,39.1,0.53,3.811,B,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,-,A,H,B,B,B,H,A,A,A,A,A,A,H,H,A,A,H,H,A,A,H,A,H,H,H,-,H,H,H,H,H,H,H,H,B,B,H,-,B,B,H,H,A,A,A,A,A,A,H,H,H,A,A,H,H,H,H,H,A,A,A,H,H,H,A,A,H,H,H,B,H,H,H,H,H,-,H,H,H,H,B
1,2.3,16.34,31.9,0.442,3.891,H,-,A,A,A,H,H,-,B,B,H,H,H,H,-,H,H,H,B,B,H,H,H,H,B,-,H,-,A,A,A,H,B,A,A,A,H,-,B,B,A,H,A,A,-,H,A,A,A,A,A,A,A,A,A,H,A,H,B,H,H,H,B,-,B,B,A,H,H,B,B,B,B,H,H,H,H,H,A,-,-,-,A,A,A,H,H,B,B,B,B,-,H,H,H,A,A,A,A,A
1,8,15.49,40,0.453,3.535,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,B,B,H,B,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,B,B,A,A,H,A,H,H,H,-,H,H,B,H,H,B,B,A,H,H,-,H,A,-,A,H,B,B,H,H,H,H,H,H,H,-,H,A,A,A,A,A,A,A,H,B,A,A,A,A,H,H,-,H,H,A,A,H,H,A,H,B,B,B,H
0,10.5,15.42,38.2,0.515,3.518,H,B,H,H,B,B,H,H,H,H,H,B,B,B,B,B,B,B,H,H,B,B,H,A,A,A,A,A,A,H,H,B,B,A,B,A,B,A,B,A,H,H,B,B,B,B,H,H,H,H,H,H,H,B,B,A,A,H,B,H,-,H,H,H,A,H,B,H,H,H,H,A,H,-,H,B,H,B,B,B,B,A,A,A,H,H,H,H,H,H,A,A,A,A,B,H,A,A,A,H
1,6.7,25.92,51,0.515,3.679,H,H,H,H,H,H,H,B,H,H,H,H,H,A,H,-,A,A,A,A,H,H,A,A,H,H,H,A,A,H,H,B,B,B,A,H,B,H,B,H,H,A,A,-,B,H,H,H,H,H,H,H,H,A,A,A,H,B,B,H,-,H,B,B,-,B,B,H,H,H,H,H,-,-,A,A,H,B,B,B,H,A,A,H,H,A,H,H,H,A,H,B,B,B,B,H,B,B,B,B
1,9.2,16.45,34.7,0.501,3.731,B,A,B,H,H,A,H,B,B,B,B,B,H,H,A,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,A,A,H,H,B,A,H,A,A,H,H,H,H,B,H,B,B,A,B,B,H,H,-,H,B,B,B,H,H,H,H,B,B,A,H,H,H,H,A,-,A,B,-,B,B,H,B,B,B,B,H,H,H,H,H,H,H,B,B,-,A,A,A,A,A,A,A,A,A
1,4.1,20.92,44.5,0.469,3.787,H,B,B,B,B,B,A,B,H,H,A,A,A,B,A,-,A,A,H,H,H,H,H,H,H,H,H,B,H,H,B,H,A,A,A,H,B,H,B,H,H,A,A,A,H,A,H,B,H,H,-,B,H,B,B,H,H,B,-,B,-,H,A,H,-,H,B,H,A,H,-,H,B,-,H,H,H,H,H,H,H,H,H,H,H,B,H,H,A,A,H,-,H,H,H,H,B,B,B,B
0,14.5,16.29,29.6,0.528,3.931,H,A,H,H,A,A,B,A,H,H,H,H,H,H,B,-,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,A,A,H,A,H,H,H,H,H,H,H,H,H,H,H,-,H,H,-,H,A,A,H,-,H,-,H,H,H,-,H,H,B,H,H,H,H,A,B,B,B,-,-,H,A,-,H,H,H,B,H,H,A,A,H,H,A,H,H,A,B,B,B,B,B
0,21.4,18,30.3,0.521,3.654,H,H,-,H,H,H,H,-,A,A,A,H,H,B,H,-,H,H,B,B,B,B,B,B,B,A,A,B,B,B,H,H,B,H,H,A,B,H,H,B,B,H,H,B,A,H,-,B,B,B,-,A,B,H,H,H,H,H,-,-,-,A,-,H,-,B,B,H,H,H,A,H,H,B,A,A,A,A,A,A,-,H,H,H,A,H,B,B,B,B,-,-,H,H,H,B,A,A,A,H
1,10.7,21.82,-,0.528,3.697,B,-,B,B,H,H,A,H,B,B,-,-,H,H,A,H,A,-,H,H,-,-,H,H,H,H,B,H,A,-,A,B,H,B,B,H,A,H,H,H,A,B,B,H,-,A,H,H,H,B,H,H,A,H,H,H,H,B,B,B,-,B,A,A,A,A,B,H,H,A,A,A,H,-,H,H,H,H,H,H,H,A,A,A,-,H,-,H,H,H,H,H,H,H,H,B,B,B,H,H
1,13.4,31.64,46.1,0.494,3.985,B,B,H,H,B,B,A,H,-,H,H,A,H,B,-,B,H,H,H,H,A,A,A,A,A,H,H,B,B,B,B,A,H,A,H,B,H,H,-,H,A,A,A,B,B,H,-,H,H,H,A,B,A,A,A,A,A,H,H,-,-,-,-,H,B,B,H,H,H,B,B,B,H,-,H,H,H,B,B,-,H,A,H,H,H,A,-,H,A,A,A,H,H,B,B,B,B,B,B,B
1,2.4,21.47,43.3,0.489,3.899,A,A,A,A,H,A,B,B,-,A,A,A,-,H,H,H,H,H,-,H,H,H,A,B,B,B,B,H,H,B,H,B,B,B,H,H,B,H,H,H,H,H,H,A,H,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,-,B,B,B,B,B,H,-,H,H,B,A,-,A,A,A,H,H,-,H,A,H,H,H,H,H,B,B,H,B,B,B,B,B,H,B,B,B,B
0,12.1,18.85,39.1,0.472,3.923,A,B,H,H,B,B,-,H,H,B,B,B,H,-,A,B,H,H,H,H,H,H,A,B,B,B,-,H,A,A,B,H,H,A,B,A,H,A,-,A,A,B,B,H,A,-,H,A,H,H,B,-,H,H,H,H,A,A,A,A,H,H,H,H,H,H,A,H,H,A,-,H,A,H,H,H,H,B,B,H,H,A,H,H,H,H,H,H,H,H,A,A,A,A,H,H,B,B,B,H
0,10.2,20.73,43.2,0.525,3.811,A,B,H,B,B,B,B,B,H,H,H,A,H,H,B,B,B,B,A,H,B,H,H,H,H,A,A,H,H,H,H,H,H,H,B,A,H,H,B,H,H,H,B,B,A,B,B,B,B,B,H,A,H,H,H,B,B,A,A,A,A,A,H,H,H,H,H,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,B,B,A,A,H,H,H,A,H,H,H,B
0,13.4,15.74,28.4,0.5,3.579,H,H,H,H,B,A,B,H,B,B,B,B,H,H,A,H,A,A,A,A,H,H,A,H,H,B,B,A,H,H,H,H,H,H,H,A,H,H,B,A,A,B,B,B,H,-,A,A,A,A,A,H,B,H,H,H,H,H,H,-,H,H,H,B,B,B,H,H,H,H,H,H,H,-,H,H,B,A,H,H,-,A,H,H,H,A,A,H,H,H,A,H,A,H,B,B,A,A,A,A
1,8.3,18.09,28,0.478,3.828,H,-,H,A,A,A,H,-,H,A,A,A,H,H,H,B,A,A,H,H,A,A,-,B,B,H,H,H,H,H,B,A,H,H,H,A,H,H,H,H,H,B,B,B,B,B,-,B,B,B,B,B,B,H,A,A,-,H,-,H,H,H,B,H,H,A,A,A,A,A,H,-,-,B,B,B,B,B,H,H,H,B,B,B,B,A,H,B,B,B,-,B,B,B,B,B,B,B,B,A
0,8,17.96,39.4,0.54,3.527,H,-,B,B,B,B,B,-,B,H,H,H,H,H,H,H,A,A,H,H,B,B,H,A,A,H,H,H,H,H,A,B,H,B,B,A,H,H,H,H,H,H,B,B,A,A,A,A,A,A,A,A,H,A,A,A,-,A,-,H,H,H,A,A,A,A,A,H,H,H,H,B,-,A,A,B,A,A,A,A,H,A,A,A,B,H,H,A,A,A,B,B,B,H,H,H,H,H,H,H
0,12.9,16.2,31.7,0.492,3.526,H,-,H,H,H,H,A,-,H,H,H,B,B,H,B,B,B,H,H,H,A,H,H,A,A,B,A,B,H,H,H,B,H,A,A,A,H,H,H,H,H,A,A,A,A,H,A,A,A,A,A,A,A,H,H,H,-,B,-,H,-,H,H,H,H,H,-,H,H,A,A,A,-,A,A,-,A,H,A,H,H,H,H,H,H,B,B,B,H,H,B,B,B,B,B,B,B,H,H,A
0,10.7,16.43,32.5,0.513,3.753,H,-,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,A,A,B,H,H,H,H,B,B,H,H,H,A,H,H,H,H,H,A,A,A,A,A,H,A,A,A,A,H,H,H,H,H,B,B,B,H,H,-,H,-,H,H,A,H,H,H,A,H,H,H,B,B,B,-,B,B,A,B,H,A,H,A,A,H,H,H,B,B,B,A,B,A,A,H,H,H,A,A,A,A,A
0,11,21.27,-,0.532,4.223,-,-,H,H,H,H,H,B,H,H,H,H,H,B,H,A,A,A,A,A,H,H,-,B,B,H,A,B,H,H,B,H,B,A,A,H,H,H,H,H,H,H,B,B,H,H,H,A,H,H,H,H,H,A,A,H,-,A,-,A,H,H,H,H,H,H,B,B,B,B,B,B,-,A,A,-,H,H,A,A,A,H,H,H,H,H,H,H,H,H,B,B,H,H,H,A,A,A,A,H
0,12.1,14.9,34.9,0.515,3.848,-,-,H,H,A,A,H,H,B,H,A,H,H,H,H,H,H,A,A,A,H,B,B,H,A,A,A,H,H,H,H,H,A,A,H,A,A,-,B,B,B,B,B,B,B,H,B,-,B,B,B,B,B,B,B,H,-,B,-,H,-,B,A,H,H,H,B,B,B,B,B,A,-,B,B,A,H,-,A,H,H,H,H,H,H,B,B,B,B,B,H,A,A,A,A,B,H,H,H,A
0,11,17.7,36.4,0.536,3.921,B,-,A,B,B,B,B,-,A,A,A,A,A,H,H,H,H,H,A,H,H,H,H,B,B,A,A,A,H,H,H,H,A,B,B,B,H,A,H,H,B,B,H,B,A,A,H,H,H,A,H,H,H,B,H,A,-,B,-,B,B,B,H,H,H,H,H,B,H,H,A,H,-,H,H,B,H,B,A,B,H,B,B,H,H,B,B,H,H,H,H,H,H,H,H,A,B,B,B,B
1,6.4,17.92,35.6,0.507,3.737,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2.9,16.51,33.4,0.471,3.622,H,-,B,H,H,H,H,-,B,B,B,B,B,-,H,B,H,H,H,H,A,A,A,A,A,H,A,A,A,A,H,H,H,B,B,H,B,B,B,H,H,A,A,A,A,A,H,H,H,H,H,A,H,H,H,H,-,A,-,H,B,B,H,H,H,H,H,B,B,A,A,B,-,H,H,H,H,B,A,H,H,H,H,H,H,A,A,A,A,A,B,B,H,A,A,H,H,H,H,H
0,12.5,15.79,29.4,0.525,3.836,A,-,H,H,H,H,A,-,B,H,B,B,H,H,H,H,A,A,A,H,A,B,B,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,A,A,B,B,B,B,B,H,B,B,B,B,B,B,A,H,H,-,B,-,H,H,H,A,A,A,A,H,A,A,H,H,H,-,H,H,H,H,H,H,H,H,B,B,B,H,H,H,B,B,B,-,H,B,B,B,B,B,H,H,H
0,7.4,16.75,32,0.461,4.032,A,-,B,A,H,H,H,-,B,B,B,H,H,H,H,H,H,H,H,H,A,A,H,A,A,H,H,H,A,A,A,H,H,B,B,B,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,A,H,-,H,-,H,A,A,H,A,A,H,H,A,A,A,H,H,-,H,H,H,H,B,B,H,H,B,B,B,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H
1,8.4,22.51,-,0.519,3.795,H,-,H,H,H,H,B,-,B,B,B,B,B,H,H,H,B,B,H,B,A,A,A,H,H,-,H,H,H,H,H,A,H,H,H,B,B,B,B,H,H,B,B,B,-,A,-,B,B,B,B,B,B,A,A,H,-,H,-,B,B,B,H,H,H,A,A,H,H,B,B,A,-,H,H,B,H,A,A,A,A,H,H,B,B,A,A,H,H,H,B,B,H,H,H,A,H,H,H,H
1,4.4,23.65,-,0.489,3.923,H,-,H,H,H,H,H,-,B,H,A,H,B,H,H,H,B,H,H,H,H,A,A,H,H,B,B,B,B,H,H,B,B,H,H,H,H,B,B,B,B,H,H,B,H,H,B,B,B,H,H,H,H,A,H,H,-,A,-,H,B,B,H,H,H,H,H,A,H,H,H,B,-,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,A,A,H,A,A,H,H,A,A,H
1,8.7,17.59,33.4,0.501,3.647,H,-,A,B,B,H,H,-,A,H,A,B,B,B,A,A,H,H,A,A,H,H,H,H,A,B,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,B,B,B,H,A,H,H,H,H,H,B,B,A,-,H,-,H,H,H,A,A,A,-,H,H,H,H,H,B,-,B,B,H,B,-,A,A,A,A,A,A,H,H,H,B,B,B,H,H,H,A,A,H,B,B,B,B
1,6.4,20.07,42.4,0.525,3.629,-,-,H,-,B,B,H,A,A,H,H,B,B,H,-,H,H,H,B,B,H,B,B,H,H,B,B,B,B,H,A,H,H,H,B,A,B,B,B,B,B,H,H,B,B,B,-,B,B,B,B,B,B,B,H,B,-,A,-,H,-,A,H,H,H,H,B,H,H,A,A,B,-,H,H,-,H,-,B,B,-,A,A,A,A,B,B,B,B,H,B,B,A,A,A,A,A,A,A,A
